Id,ActivityDate,Day_of_week,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,SedentaryHours,Calories,BMI,,,,,,,
8792009665,19/04/2016,martes,15482,10.10999966,10.10999966,0,4.28000021,1.659999967,4.179999828,0,69,28,249,756,12.6,2284,#N/A,,,,,,,
8792009665,10/05/2016,martes,15448,10.21000004,10.21000004,0,3.470000029,1.75,4.989999771,0,62,34,275,626,10.43333333,2361,#N/A,,,,,,,
8583815059,12/05/2016,jueves,0,0,0,0,0,0,0,0,0,0,0,1440,24,0,#N/A,,,,,,,
8583815059,12/05/2016,,0,0,0,0,0,0,0,0,0,0,0,1440,24,0,#N/A,,,,,,,
8583815059,28/04/2016,jueves,15447,12.39999962,12.39999962,0,9.670000076,0.389999986,2.349999905,0,90,9,153,1188,19.8,3062,#N/A,,,,,,,
8583815059,25/04/2016,lunes,15355,9.800000191,9.800000191,0,5.289999962,0.569999993,3.940000057,0,73,14,216,814,13.56666667,2013,#N/A,,,,,,,
8583815059,13/04/2016,miércoles,15337,9.579999924,9.579999924,0,3.549999952,0.379999995,5.639999866,0,108,18,216,1098,18.3,3566,#N/A,,,,,,,
8583815059,16/04/2016,sábado,15300,11.11999989,11.11999989,0,4.099999905,1.879999995,5.090000153,0,51,42,212,1135,18.91666667,3493,#N/A,,,,,,,
8583815059,22/04/2016,viernes,15299,10.23999977,10.23999977,0,4.099999905,1.75999999,4.369999886,0,64,50,261,1065,17.75,2889,#N/A,,,,,,,
8583815059,29/04/2016,viernes,15168,11.82999992,11.82999992,0,3.900000095,3,4.920000076,0,46,67,258,1069,17.81666667,3513,#N/A,,,,,,,
8583815059,21/04/2016,jueves,15148,12.01000023,12.01000023,2.253081083,6.900000095,0.819999993,4.289999962,0,137,16,145,677,11.28333333,4236,#N/A,,,,,,,
8583815059,28/04/2016,jueves,15128,10.11999989,10.11999989,0,1.090000033,0.769999981,8.260000229,0,16,16,401,1007,16.78333333,2836,#N/A,,,,,,,
8583815059,23/04/2016,sábado,15126,12.27000046,12.27000046,0,0.75999999,3.24000001,8.270000458,0,9,66,408,469,7.816666667,3691,#N/A,,,,,,,
8583815059,17/04/2016,domingo,15118,8.869999886,8.869999886,0,0,0.07,8.789999962,0,58,15,307,1060,17.66666667,3545,#N/A,,,,,,,
8583815059,17/04/2016,domingo,15112,11.39999962,11.39999962,0,3.869999886,0.660000026,6.880000114,0,28,29,331,1052,17.53333333,2782,#N/A,,,,,,,
8583815059,20/04/2016,miércoles,15112,10.67000008,10.67000008,0,3.339999914,1.929999948,5.400000095,0,48,63,276,1053,17.55,2897,#N/A,,,,,,,
8583815059,20/04/2016,miércoles,15108,12.18999958,12.18999958,0,9.579999924,0.230000004,2.380000114,0,89,5,158,695,11.58333333,3043,#N/A,,,,,,,
8583815059,03/05/2016,martes,15103,9.659999847,9.659999847,0,3.730000019,1.049999952,4.880000114,0,50,24,254,816,13.6,1990,#N/A,,,,,,,
8583815059,26/04/2016,martes,15090,10.10000038,10.10000038,0,0.930000007,0.939999998,8.229999542,0,16,22,424,978,16.3,2939,#N/A,,,,,,,
8583815059,24/04/2016,domingo,15050,12.22000027,12.22000027,0,1.200000048,5.119999886,5.880000114,0,15,95,281,542,9.033333333,3538,#N/A,,,,,,,
8583815059,05/05/2016,jueves,15010,11.10000038,10.03999996,4.878232002,4.329999924,1.289999962,5.480000019,0,53,23,317,1047,17.45,2933,#N/A,,,,,,,
8583815059,05/05/2016,jueves,14990,11.51000023,11.51000023,0,8.850000381,0.449999988,2.210000038,0,93,9,130,1208,20.13333333,2950,#N/A,,,,,,,
8583815059,28/04/2016,jueves,14890,11.30000019,11.30000019,0,4.929999828,0.379999995,5.96999979,0,58,8,231,1143,19.05,3060,#N/A,,,,,,,
8583815059,18/04/2016,lunes,14816,10.97999954,9.909999847,4.930550098,3.789999962,2.119999886,5.050000191,0.02,48,31,284,1077,17.95,2832,#N/A,,,,,,,
8583815059,10/05/2016,martes,14810,11.35999966,11.35999966,0,9.090000153,0.419999987,1.850000024,0,96,10,115,1219,20.31666667,2926,#N/A,,,,,,,
8583815059,02/05/2016,lunes,14727,9.710000038,9.710000038,0,3.210000038,0.569999993,5.920000076,0,41,15,277,798,13.3,2004,#N/A,,,,,,,
8583815059,09/05/2016,lunes,14687,10.07999992,10.07999992,0,0.769999981,5.599999905,3.549999952,0,8,122,151,1159,19.31666667,1667,#N/A,,,,,,,
8583815059,30/04/2016,sábado,14673,9.25,9.25,0,3.559999943,1.419999957,4.269999981,0,52,34,217,712,11.86666667,1947,#N/A,,,,,,,
8583815059,04/05/2016,miércoles,14581,11.14999962,11.14999962,0,8.819999695,0.400000006,1.909999967,0,89,8,123,1220,20.33333333,2918,#N/A,,,,,,,
8583815059,30/04/2016,sábado,14560,9.409999847,9.409999847,0,3.119999886,1.039999962,5.239999771,0,42,17,308,584,9.733333333,2995,#N/A,,,,,,,
8583815059,16/04/2016,sábado,14549,11.10999966,11.10999966,0,9.359999657,0.270000011,1.49000001,0,96,6,83,1255,20.91666667,2867,#N/A,,,,,,,
8583815059,03/05/2016,martes,14510,10.86999989,9.710000038,4.912367821,4.480000019,1.019999981,5.360000134,0,58,31,330,1021,17.01666667,2976,#N/A,,,,,,,
8583815059,15/04/2016,viernes,14461,11.47000027,11.47000027,0,4.909999847,1.149999976,5.409999847,0,60,23,190,729,12.15,3666,#N/A,,,,,,,
8378563200,16/04/2016,sábado,14450,10.90999985,10.90999985,0,0.579999983,0.850000024,9.479999542,0,7,15,518,502,8.366666667,2828,#N/A,,,,,,,
8378563200,10/05/2016,martes,14433,10.78999996,10.78999996,0,7.110000134,1.200000048,2.450000048,0,72,23,106,1182,19.7,2800,#N/A,,,,,,,
8378563200,23/04/2016,sábado,14371,9.039999962,9.039999962,0,2.809999943,0.870000005,5.360000134,0,41,21,262,732,12.2,1949,#N/A,,,,,,,
8378563200,07/05/2016,sábado,14370,11.64999962,11.64999962,0,0.370000005,2.309999943,8.970000267,0,5,46,439,577,9.616666667,3683,#N/A,,,,,,,
8378563200,20/04/2016,miércoles,14365,10.64000034,10.64000034,0,7.639999866,0.449999988,2.539999962,0,87,13,145,797,13.28333333,2997,#N/A,,,,,,,
8378563200,03/05/2016,martes,14335,9.590000153,9.590000153,0,3.319999933,1.74000001,4.53000021,0,47,41,258,594,9.9,1710,#N/A,,,,,,,
8378563200,05/05/2016,jueves,14331,9.510000229,9.510000229,0,3.430000067,1.659999967,4.429999828,0,44,29,241,692,11.53333333,2156,#N/A,,,,,,,
8378563200,16/04/2016,sábado,14269,10.65999985,10.65999985,0,6.639999866,1.279999971,2.730000019,0,184,56,158,472,7.866666667,4274,#N/A,,,,,,,
8378563200,19/04/2016,martes,14194,10.47999954,9.5,4.94214201,4.409999847,0.75999999,5.309999943,0,53,17,304,1066,17.76666667,2812,#N/A,,,,,,,
8378563200,12/04/2016,martes,14172,10.28999996,9.479999542,4.869782925,4.5,0.379999995,5.409999847,0,53,8,355,1024,17.06666667,2937,#N/A,,,,,,,
8378563200,18/04/2016,lunes,14131,10.06999969,10.06999969,0,3.640000105,0.119999997,6.300000191,0,48,3,311,1078,17.96666667,2770,#N/A,,,,,,,
8378563200,24/04/2016,domingo,14112,10,10,0,3.269999981,4.559999943,2.170000076,0,30,95,129,660,11,1655,#N/A,,,,,,,
8378563200,05/05/2016,jueves,14070,8.899999619,8.899999619,0,2.920000076,1.080000043,4.880000114,0,45,24,250,857,14.28333333,1959,#N/A,,,,,,,
8378563200,05/05/2016,jueves,14055,10.67000008,10.67000008,0,5.460000038,0.819999993,4.369999886,0,67,15,188,1170,19.5,3052,#N/A,,,,,,,
8378563200,15/04/2016,viernes,14019,10.59000015,10.59000015,0,0,0.280000001,10.30000019,0,0,6,513,921,15.35,2865,#N/A,,,,,,,
8378563200,06/05/2016,viernes,13953,11,11,0,9.100000381,0.689999998,1.210000038,0,90,15,90,1245,20.75,2859,#N/A,,,,,,,
8378563200,20/04/2016,miércoles,13928,9.550000191,9.550000191,0,4.28000021,0.189999998,5.090000153,0,48,4,297,639,10.65,2174,#N/A,,,,,,,
8378563200,26/04/2016,martes,13755,8.789999962,8.789999962,0,2.329999924,0.920000017,5.539999962,0,31,23,279,833,13.88333333,1970,#N/A,,,,,,,
8378563200,21/04/2016,jueves,13744,9.18999958,9.18999958,0,2.150000095,1.870000005,5.170000076,0,30,34,327,1049,17.48333333,2763,#N/A,,,,,,,
8378563200,21/04/2016,jueves,13743,9.079999924,9.079999924,0,0.419999987,0.970000029,7.699999809,0,6,21,432,844,14.06666667,2486,#N/A,,,,,,,
8378563200,05/05/2016,jueves,13658,9.489999771,9.489999771,0,2.630000114,1.409999967,5.449999809,0,27,34,328,957,15.95,2530,#N/A,,,,,,,
8378563200,18/04/2016,lunes,13630,10.81000042,10.81000042,2.092147112,5.050000191,0.560000002,5.199999809,0,117,10,174,720,12,4157,#N/A,,,,,,,
8378563200,08/05/2016,domingo,13585,9.090000153,9.090000153,0,0.680000007,5.239999771,3.170000076,0,9,116,171,688,11.46666667,1633,#N/A,,,,,,,
8378563200,09/05/2016,lunes,13566,9.109999657,9.109999657,0,4.260000229,1.710000038,3.119999886,0,67,50,171,743,12.38333333,2960,#N/A,,,,,,,
8378563200,04/05/2016,miércoles,13559,9.43999958,9.43999958,0,1.809999943,4.579999924,2.890000105,0,14,96,142,852,14.2,1628,#N/A,,,,,,,
8378563200,27/04/2016,miércoles,13541,10.22000027,9.06000042,4.885604858,4.269999981,0.660000026,5.289999962,0,50,12,337,1041,17.35,2830,#N/A,,,,,,,
8378563200,24/04/2016,domingo,13481,10.27999973,10.27999973,0,4.550000191,1.149999976,4.579999924,0,37,26,216,1161,19.35,2529,#N/A,,,,,,,
8378563200,16/04/2016,sábado,13459,9,9,0,2.029999971,4,2.970000029,0,31,83,153,663,11.05,1625,#N/A,,,,,,,
8378563200,15/04/2016,viernes,13422,7.170000076,7.170000076,0,0.050000001,0.050000001,7.010000229,0.01,106,1,281,1052,17.53333333,3934,#N/A,,,,,,,
8378563200,09/05/2016,lunes,13379,9.390000343,9.390000343,0,2.119999886,1.629999995,5.639999866,0,35,47,297,1061,17.68333333,2709,#N/A,,,,,,,
8378563200,07/05/2016,sábado,13372,9.720000267,9.720000267,0,3.25999999,0.790000021,5.670000076,0.01,41,17,243,1139,18.98333333,3404,#N/A,,,,,,,
8253242879,30/04/2016,sábado,0,0,0,0,0,0,0,0,0,0,0,1440,24,0,#N/A,,,,,,,
8253242879,01/05/2016,domingo,13368,9.989999771,9.989999771,0,5.309999943,1.440000057,3.24000001,0,194,72,178,499,8.316666667,4546,#N/A,,,,,,,
8253242879,14/04/2016,jueves,13318,10.56000042,10.56000042,2.253081083,5.619999886,1.029999971,3.910000086,0,123,21,174,699,11.65,4163,#N/A,,,,,,,
8253242879,11/05/2016,miércoles,13272,9.319999695,9.319999695,0,4.179999828,1.149999976,3.99000001,0,58,25,224,1133,18.88333333,2544,#N/A,,,,,,,
8253242879,25/04/2016,lunes,13239,9.270000458,9.079999924,2.785175085,3.019999981,1.679999948,4.460000038,0.100000001,35,31,282,637,10.61666667,2194,#N/A,,,,,,,
8253242879,30/04/2016,sábado,13238,9.199999809,9.199999809,0,3.690000057,2.099999905,3.410000086,0,43,52,194,687,11.45,1650,#N/A,,,,,,,
8253242879,23/04/2016,sábado,13236,10.18000031,10.18000031,0,4.5,0.319999993,5.349999905,0,58,5,215,749,12.48333333,3306,#N/A,,,,,,,
8253242879,16/04/2016,sábado,13217,8.739999771,8.739999771,0,3.660000086,0.189999998,4.880000114,0,50,3,280,741,12.35,2173,#N/A,,,,,,,
8253242879,06/05/2016,viernes,13175,10.13000011,10.13000011,0,2.109999895,2.089999914,5.929999828,0,33,45,262,1100,18.33333333,3425,#N/A,,,,,,,
8253242879,12/04/2016,martes,13162,8.5,8.5,0,1.879999995,0.550000012,6.059999943,0,25,13,328,728,12.13333333,1985,#N/A,,,,,,,
8253242879,28/04/2016,jueves,13154,8.529999733,8.529999733,0,3.539999962,1.159999967,3.789999962,0,48,28,189,782,13.03333333,1898,#N/A,,,,,,,
8253242879,10/05/2016,martes,13072,8.779999733,8.779999733,0,0.07,5.400000095,3.309999943,0,1,115,196,676,11.26666667,1630,#N/A,,,,,,,
8253242879,19/04/2016,martes,13070,10.35999966,10.35999966,2.253081083,5.300000191,0.879999995,4.179999828,0,120,19,154,737,12.28333333,4092,#N/A,,,,,,,
8253242879,02/05/2016,lunes,13041,9.180000305,8.720000267,2.832325935,4.639999866,0.699999988,3.829999924,0,64,14,250,1112,18.53333333,2642,#N/A,,,,,,,
8253242879,18/04/2016,lunes,13019,8.590000153,8.590000153,0,3.25,0.639999986,4.710000038,0,42,16,233,1149,19.15,1921,#N/A,,,,,,,
8253242879,25/04/2016,lunes,12986,8.739999771,8.739999771,0,2.369999886,0.07,6.269999981,0.01,113,8,218,1101,18.35,3802,#N/A,,,,,,,
8253242879,25/04/2016,lunes,12961,9.970000267,9.970000267,0,0.730000019,1.399999976,7.840000153,0,11,31,301,1054,17.56666667,3288,#N/A,,,,,,,
8253242879,22/04/2016,viernes,12954,9.329999924,9.329999924,0,4.429999828,0.419999987,4.46999979,0,52,10,273,1105,18.41666667,2638,#N/A,,,,,,,
8253242879,02/05/2016,lunes,12912,8.539999962,8.539999962,0,1.200000048,2,5.340000153,0,18,39,313,655,10.91666667,2162,#N/A,,,,,,,
8053475328,13/04/2016,miércoles,12862,9.649999619,8.600000381,4.851306915,4.610000134,0.560000002,4.480000019,0,56,22,261,1101,18.35,2742,#N/A,,,,,,,
8053475328,08/05/2016,domingo,12857,10.43000031,10.43000031,0,0.680000007,6.210000038,3.539999962,0,9,125,192,1019,16.98333333,3287,#N/A,,,,,,,
8053475328,03/05/2016,martes,12850,9.340000153,9.340000153,0,0.720000029,4.090000153,4.539999962,0,10,94,221,1115,18.58333333,3324,#N/A,,,,,,,
8053475328,03/05/2016,martes,12848,8.390000343,8.390000343,0,1.5,1.200000048,5.679999828,0,26,29,247,812,13.53333333,2116,#N/A,,,,,,,
8053475328,07/05/2016,sábado,12827,8.479999542,8.479999542,0,1.460000038,2.329999924,4.679999828,0,20,42,209,621,10.35,2739,#N/A,,,,,,,
8053475328,10/05/2016,martes,12798,8.979999542,8.979999542,0,2.220000029,1.210000038,5.559999943,0,57,28,271,1084,18.06666667,2797,#N/A,,,,,,,
8053475328,11/05/2016,miércoles,12770,8.130000114,8.130000114,0,2.559999943,1.00999999,4.550000191,0,36,23,251,669,11.15,1783,#N/A,,,,,,,
8053475328,29/04/2016,viernes,12764,8.329999924,8.329999924,0,2.789999962,0.639999986,4.909999847,0,46,15,270,709,11.81666667,2169,#N/A,,,,,,,
8053475328,22/04/2016,viernes,12764,8.130000114,8.130000114,0,4.760000229,1.120000005,2.24000001,0,66,27,130,1217,20.28333333,1827,#N/A,,,,,,,
8053475328,03/05/2016,martes,12727,9.789999962,9.789999962,0,1.129999995,0.779999971,7.880000114,0,18,18,306,984,16.4,3290,#N/A,,,,,,,
8053475328,17/04/2016,domingo,12692,10.28999996,10.28999996,0,0.959999979,3.460000038,5.880000114,0,12,66,302,437,7.283333333,3394,#N/A,,,,,,,
8053475328,26/04/2016,martes,12685,9.619999886,9.619999886,0,6.309999943,0.200000003,3.099999905,0,68,5,185,1182,19.7,2846,#N/A,,,,,,,
8053475328,16/04/2016,sábado,12669,8.159999847,8.159999847,0,2.710000038,0.409999996,5.039999962,0,36,10,221,773,12.88333333,1863,#N/A,,,,,,,
8053475328,28/04/2016,jueves,12627,8.350000381,8.350000381,0,2.50999999,0.239999995,5.590000153,0,38,8,288,621,10.35,2182,#N/A,,,,,,,
8053475328,19/04/2016,martes,12574,9.420000076,9.420000076,0,7.019999981,0.639999986,1.75999999,0,108,23,111,733,12.21666667,3501,#N/A,,,,,,,
8053475328,30/04/2016,sábado,12533,9.640000343,9.640000343,0,0.699999988,2,6.940000057,0,14,43,300,537,8.95,3283,#N/A,,,,,,,
8053475328,27/04/2016,miércoles,12474,9.729999542,9.729999542,0,6.599999905,0.270000011,2.869999886,0,77,5,129,1229,20.48333333,3142,#N/A,,,,,,,
8053475328,09/05/2016,lunes,12465,9.380000114,9.380000114,0,6.119999886,0.569999993,2.690000057,0,66,12,148,1214,20.23333333,2765,#N/A,,,,,,,
8053475328,06/05/2016,viernes,12461,8.380000114,8.380000114,0,3.819999933,1.429999948,3.119999886,0,84,35,154,834,13.9,2924,#N/A,,,,,,,
8053475328,21/04/2016,jueves,12453,8.739999771,8.739999771,0,3.329999924,1.110000014,4.309999943,0,104,53,255,1028,17.13333333,3158,#N/A,,,,,,,
8053475328,05/05/2016,jueves,12427,9.68999958,9.68999958,0,0,0,1.179999948,0,0,0,70,1370,22.83333333,3266,#N/A,,,,,,,
8053475328,27/04/2016,miércoles,12422,9.819999695,9.819999695,0,6.460000038,0.430000007,2.930000067,0,60,10,183,1187,19.78333333,2852,#N/A,,,,,,,
8053475328,19/04/2016,martes,12414,8.779999733,8.779999733,0,2.24000001,2.450000048,3.960000038,0,19,67,221,738,12.3,1638,#N/A,,,,,,,
8053475328,25/04/2016,lunes,12405,9.840000153,9.840000153,2.092147112,5.050000191,0.870000005,3.920000076,0,117,16,141,692,11.53333333,4005,#N/A,,,,,,,
8053475328,01/05/2016,domingo,12390,8.069999695,8.069999695,0,2.299999952,0.899999976,4.849999905,0,30,15,258,685,11.41666667,2730,#N/A,,,,,,,
8053475328,13/04/2016,miércoles,12386,9.819999695,9.819999695,2.092147112,4.960000038,0.649999976,4.210000038,0,116,14,169,680,11.33333333,4079,#N/A,,,,,,,
